gene,org,cluster
1266,AS9601,GC_00001639
1266,MIT9302,GC_00001653
1266,MIT9107,GC_00002790
1266,EQPAC1,GC_00002838
1266,LG,GC_00002840
1266,"NATL1A",GC_00003857
1266,MIT9303,GC_00004807
1266,"NATL2A",GC_00005683
1267,MIT9215,GC_00000004
1267,MIT9301,GC_00000004
1267,CCMP1375,GC_00000033
1267,GP2,GC_00000051
1267,MIT9401,GC_00000074
1267,SS51,GC_00000209
1267,MIT9322,GC_00000231
1267,MIT9314,GC_00000326
1267,MIT9211,GC_00000476
1267,MED4,GC_00000552
1267,PAC1,GC_00000557
1267,MIT9116,GC_00000649
1267,SS2,GC_00000663
1267,EQPAC1,GC_00000781
1267,MIT9123,GC_00000969
1267,MIT9321,GC_00001077
1267,MIT9311,GC_00001093
1267,MIT9302,GC_00001169
1267,MIT9201,GC_00001337
1267,MIT9202,GC_00001560
1267,AS9601,GC_00001573
1267,MIT9312,GC_00001633
1267,MIT9107,GC_00001724
1267,SB,GC_00001883
1267,SS35,GC_00002007
1267,"NATL2A",GC_00002218
1267,LG,GC_00002582
1267,MIT9313,GC_00002907
1267,MIT9515,GC_00003080
1267,"NATL1A",GC_00003285
1267,MIT9303,GC_00004431
1268,MIT9515,GC_00000001
1268,MIT9301,GC_00000008
1268,MIT9123,GC_00000034
1268,MIT9202,GC_00000043
1268,GP2,GC_00000092
1268,MIT9401,GC_00000267
1268,SS2,GC_00000341
1268,MIT9321,GC_00000390
1268,MIT9116,GC_00000458
1268,MED4,GC_00000496
1268,MIT9201,GC_00000514
1268,MIT9311,GC_00000543
1268,MIT9322,GC_00000583
1268,MIT9314,GC_00000632
1268,MIT9313,GC_00000650
1268,PAC1,GC_00000888
1268,EQPAC1,GC_00000918
1268,MIT9302,GC_00000945
1268,MIT9215,GC_00000965
1268,"NATL2A",GC_00000999
1268,AS9601,GC_00001001
1268,MIT9312,GC_00001688
1268,MIT9211,GC_00001837
1268,SB,GC_00001880
1268,LG,GC_00002150
1268,SS51,GC_00002359
1268,SS35,GC_00002714
1268,CCMP1375,GC_00002716
1268,"NATL1A",GC_00003476
1268,MIT9303,GC_00004634
1268,MIT9107,GC_00004745
1269,SS51,GC_00000016
1269,MIT9202,GC_00000050
1269,MIT9303,GC_00000219
1269,SS35,GC_00000324
1269,MIT9401,GC_00000453
1269,MIT9211,GC_00000471
1269,MIT9201,GC_00000547
1269,MIT9321,GC_00000565
1269,MED4,GC_00000677
1269,SS2,GC_00000703
1269,MIT9313,GC_00000840
1269,GP2,GC_00001036
1269,MIT9322,GC_00001067
1269,MIT9311,GC_00001111
1269,MIT9302,GC_00001300
1269,MIT9116,GC_00001454
1269,EQPAC1,GC_00001501
1269,MIT9215,GC_00001531
1269,MIT9301,GC_00001578
1269,MIT9312,GC_00001634
1269,MIT9515,GC_00001639
1269,AS9601,GC_00001668
1269,MIT9314,GC_00001679
1269,SB,GC_00001702
1269,"NATL1A",GC_00001999
1269,CCMP1375,GC_00002052
1269,LG,GC_00002137
1269,MIT9123,GC_00002353
1269,PAC1,GC_00003519
1269,"NATL2A",GC_00003672
1269,MIT9107,GC_00004179
1270,SS2,GC_00000125
1270,MIT9202,GC_00000209
1270,MIT9311,GC_00000219
1270,MIT9302,GC_00000410
1270,MIT9314,GC_00000540
1270,MIT9116,GC_00000555
1270,AS9601,GC_00000609
1270,GP2,GC_00000614
1270,MIT9313,GC_00000630
1270,MIT9401,GC_00000642
1270,EQPAC1,GC_00000754
1270,SS51,GC_00000868
1270,MIT9215,GC_00000905
1270,SB,GC_00001025
1270,MIT9123,GC_00001316
1270,MIT9201,GC_00001370
1270,MIT9322,GC_00001489
1270,MED4,GC_00001581
1270,MIT9301,GC_00001639
1270,MIT9312,GC_00001692
1270,SS35,GC_00001748
1270,"NATL1A",GC_00002212
1270,MIT9211,GC_00002325
1270,CCMP1375,GC_00002458
1270,LG,GC_00002476
1270,MIT9321,GC_00003093
1270,MIT9515,GC_00003094
1270,"NATL2A",GC_00003309
1270,PAC1,GC_00003698
1270,MIT9303,GC_00004339
1270,MIT9107,GC_00005143
1271,MIT9123,GC_00000016
1271,MIT9202,GC_00000124
1271,SS51,GC_00000124
1271,MIT9211,GC_00000180
1271,MIT9116,GC_00000203
1271,MIT9401,GC_00000208
1271,MIT9321,GC_00000251
1271,MIT9314,GC_00000513
1271,MIT9303,GC_00000543
1271,PAC1,GC_00000572
1271,MIT9313,GC_00000584
1271,GP2,GC_00000659
1271,SS2,GC_00000852
1271,MIT9312,GC_00001025
1271,AS9601,GC_00001119
1271,MED4,GC_00001179
1271,MIT9311,GC_00001197
1271,MIT9322,GC_00001252
1271,EQPAC1,GC_00001290
1271,MIT9302,GC_00001335
1271,MIT9201,GC_00001439
1271,MIT9301,GC_00001573
1271,MIT9515,GC_00001573
1271,MIT9215,GC_00001714
1271,SS35,GC_00002099
1271,CCMP1375,GC_00002164
1271,LG,GC_00002556
1271,"NATL2A",GC_00003233
1271,MIT9107,GC_00003271
1271,"NATL1A",GC_00003579
1271,SB,GC_00005363
1272,MED4,GC_00000079
1272,AS9601,GC_00000552
1272,MIT9201,GC_00000590
1272,MIT9401,GC_00000629
1272,SS35,GC_00000747
1272,MIT9322,GC_00000762
1272,PAC1,GC_00000821
1272,MIT9314,GC_00000844
1272,EQPAC1,GC_00000854
1272,MIT9123,GC_00000915
1272,MIT9312,GC_00000962
1272,MIT9301,GC_00001001
1272,MIT9311,GC_00001064
1272,MIT9202,GC_00001283
1272,MIT9321,GC_00001287
1272,MIT9302,GC_00001381
1272,GP2,GC_00001417
1272,MIT9116,GC_00001520
1272,MIT9215,GC_00001676
1272,MIT9211,GC_00001847
1272,MIT9313,GC_00001890
1272,CCMP1375,GC_00002055
1272,SS2,GC_00002301
1272,LG,GC_00002770
1272,SS51,GC_00002785
1272,MIT9107,GC_00003198
1272,"NATL1A",GC_00003387
1272,"NATL2A",GC_00003744
1272,MIT9303,GC_00004387
1272,SB,GC_00004942
1272,MIT9515,GC_00005540
1273,MIT9116,GC_00000055
1273,EQPAC1,GC_00000116
1273,MED4,GC_00000142
1273,MIT9321,GC_00000247
1273,MIT9201,GC_00000470
1273,AS9601,GC_00000496
1273,MIT9211,GC_00000651
1273,MIT9302,GC_00000687
1273,MIT9322,GC_00000759
1273,MIT9314,GC_00000772
1273,MIT9107,GC_00000960
1273,MIT9215,GC_00000979
1273,MIT9123,GC_00001057
1273,MIT9401,GC_00001075
1273,MIT9311,GC_00001165
1273,GP2,GC_00001393
1273,MIT9202,GC_00001518
1273,MIT9312,GC_00001616
1273,MIT9301,GC_00001668
1273,MIT9313,GC_00001779
1273,SS51,GC_00001823
1273,PAC1,GC_00001938
1273,CCMP1375,GC_00001959
1273,SS2,GC_00002006
1273,SS35,GC_00002290
1273,"NATL1A",GC_00002365
1273,LG,GC_00002610
1273,"NATL2A",GC_00003855
1273,MIT9303,GC_00004436
1273,SB,GC_00005593
1273,MIT9515,GC_00006895
1274,MIT9302,GC_00000051
1274,MIT9201,GC_00000321
1274,SS35,GC_00000367
1274,MIT9303,GC_00000537
1274,MIT9301,GC_00000609
1274,GP2,GC_00000661
1274,AS9601,GC_00000677
1274,MED4,GC_00000712
1274,MIT9321,GC_00000751
1274,PAC1,GC_00000782
1274,EQPAC1,GC_00000799
1274,MIT9123,GC_00000924
1274,MIT9202,GC_00000973
1274,MIT9401,GC_00001364
1274,MIT9322,GC_00001413
1274,MIT9314,GC_00001502
1274,MIT9116,GC_00001504
1274,MIT9107,GC_00001536
1274,MIT9312,GC_00001542
1274,MIT9215,GC_00001697
1274,SS2,GC_00001792
1274,CCMP1375,GC_00002078
1274,SS51,GC_00002152
1274,MIT9311,GC_00002193
1274,"NATL1A",GC_00002212
1274,LG,GC_00002651
1274,"NATL2A",GC_00003771
1274,MIT9313,GC_00004598
1274,SB,GC_00005150
1274,MIT9211,GC_00005707
1274,MIT9515,GC_00006201
1275,EQPAC1,GC_00000011
1275,MIT9201,GC_00000069
1275,MIT9302,GC_00000092
1275,PAC1,GC_00000134
1275,MIT9322,GC_00000146
1275,MED4,GC_00000189
1275,GP2,GC_00000198
1275,SS35,GC_00000288
1275,MIT9116,GC_00000348
1275,MIT9211,GC_00000358
1275,MIT9303,GC_00000447
1275,MIT9314,GC_00000495
1275,MIT9215,GC_00000831
1275,SS51,GC_00000870
1275,MIT9312,GC_00000889
1275,MIT9202,GC_00000912
1275,MIT9123,GC_00000966
1275,MIT9321,GC_00001062
1275,MIT9401,GC_00001097
1275,MIT9301,GC_00001119
1275,AS9601,GC_00001581
1275,MIT9311,GC_00001983
1275,CCMP1375,GC_00002063
1275,MIT9107,GC_00002175
1275,SS2,GC_00002303
1275,LG,GC_00002519
1275,"NATL2A",GC_00003008
1275,"NATL1A",GC_00003422
1275,SB,GC_00004386
1275,MIT9313,GC_00004393
1275,MIT9515,GC_00006965
1276,"NATL1A",GC_00000008
1276,SS51,GC_00000118
1276,EQPAC1,GC_00000151
1276,MIT9321,GC_00000192
1276,SS35,GC_00000217
1276,MIT9116,GC_00000243
1276,SS2,GC_00000284
1276,MIT9211,GC_00000362
1276,MIT9401,GC_00000384
1276,GP2,GC_00000533
1276,MIT9301,GC_00000552
1276,MIT9201,GC_00000701
1276,MIT9314,GC_00000824
1276,MIT9202,GC_00000931
1276,MIT9311,GC_00000960
1276,MED4,GC_00000997
1276,MIT9302,GC_00001036
1276,MIT9123,GC_00001095
1276,MIT9322,GC_00001161
1276,AS9601,GC_00001179
1276,MIT9215,GC_00001633
1276,MIT9312,GC_00001694
1276,MIT9313,GC_00001853
1276,CCMP1375,GC_00002300
1276,LG,GC_00002506
1276,MIT9107,GC_00003150
1276,"NATL2A",GC_00003549
1276,PAC1,GC_00003588
1276,MIT9303,GC_00004932
1276,SB,GC_00005048
1276,MIT9515,GC_00006623
1277,MIT9107,GC_00000001
1277,AS9601,GC_00000079
1277,MIT9116,GC_00000090
1277,SS2,GC_00000313
1277,EQPAC1,GC_00000387
1277,MIT9201,GC_00000393
1277,GP2,GC_00000398
1277,MIT9301,GC_00000496
1277,MIT9303,GC_00000514
1277,MIT9322,GC_00000516
1277,SS51,GC_00000522
1277,MIT9515,GC_00000609
1277,MIT9302,GC_00000614
1277,PAC1,GC_00000643
1277,MIT9401,GC_00000652
1277,MED4,GC_00000809
1277,MIT9211,GC_00000839
1277,MIT9313,GC_00000864
1277,MIT9202,GC_00000899
1277,MIT9321,GC_00001108
1277,MIT9123,GC_00001232
1277,MIT9312,GC_00001572
1277,MIT9215,GC_00001688
1277,LG,GC_00001954
1277,CCMP1375,GC_00001998
1277,SS35,GC_00002004
1277,MIT9314,GC_00002809
1277,"NATL2A",GC_00003651
1277,"NATL1A",GC_00003700
1277,MIT9311,GC_00004017
1277,SB,GC_00005080
1278,MIT9314,GC_00000001
1278,AS9601,GC_00000142
1278,MIT9116,GC_00000281
1278,SS51,GC_00000294
1278,MIT9401,GC_00000419
1278,MIT9211,GC_00000521
1278,MIT9201,GC_00000566
1278,MED4,GC_00000591
1278,MIT9313,GC_00000594
1278,GP2,GC_00000649
1278,MIT9302,GC_00000659
1278,MIT9301,GC_00000677
1278,EQPAC1,GC_00000685
1278,MIT9107,GC_00000824
1278,MIT9321,GC_00000903
1278,MIT9311,GC_00000989
1278,MIT9202,GC_00001043
1278,MIT9322,GC_00001069
1278,MIT9515,GC_00001119
1278,MIT9123,GC_00001564
1278,MIT9312,GC_00001618
1278,MIT9215,GC_00001634
1278,"NATL2A",GC_00001669
1278,SS35,GC_00001896
1278,LG,GC_00002283
1278,SS2,GC_00002571
1278,CCMP1375,GC_00002589
1278,PAC1,GC_00003494
1278,SB,GC_00004498
1278,"NATL1A",GC_00004561
1278,MIT9303,GC_00004731
1279,MIT9202,GC_00000118
1279,SS2,GC_00000168
1279,MIT9401,GC_00000212
1279,EQPAC1,GC_00000298
1279,MIT9211,GC_00000372
1279,MIT9313,GC_00000401
1279,LG,GC_00000435
1279,GP2,GC_00000458
1279,MIT9107,GC_00000495
1279,MED4,GC_00000534
1279,MIT9201,GC_00000544
1279,MIT9303,GC_00000547
1279,MIT9515,GC_00000552
1279,"NATL2A",GC_00000709
1279,AS9601,GC_00000712
1279,MIT9312,GC_00000887
1279,MIT9311,GC_00001123
1279,MIT9321,GC_00001200
1279,MIT9322,GC_00001276
1279,MIT9302,GC_00001417
1279,MIT9116,GC_00001424
1279,CCMP1375,GC_00001952
1279,MIT9123,GC_00002358
1279,MIT9301,GC_00002372
1279,SS35,GC_00002400
1279,SS51,GC_00002747
1279,MIT9314,GC_00002889
1279,"NATL1A",GC_00003673
1279,PAC1,GC_00003853
1279,SB,GC_00004605
1279,MIT9215,GC_00005561
1280,MIT9211,GC_00000003
1280,SS35,GC_00000005
1280,MIT9314,GC_00000056
1280,SS2,GC_00000081
1280,LG,GC_00000165
1280,AS9601,GC_00000189
1280,SS51,GC_00000346
1280,MIT9401,GC_00000486
1280,MIT9515,GC_00000496
1280,MIT9202,GC_00000522
1280,MIT9116,GC_00000595
1280,MIT9321,GC_00000748
1280,MIT9322,GC_00000768
1280,MED4,GC_00000769
1280,MIT9311,GC_00000791
1280,MIT9312,GC_00000847
1280,EQPAC1,GC_00001207
1280,MIT9201,GC_00001325
1280,MIT9123,GC_00001390
1280,MIT9302,GC_00001393
1280,GP2,GC_00001454
1280,MIT9107,GC_00001502
1280,MIT9301,GC_00001581
1280,MIT9215,GC_00001692
1280,"NATL1A",GC_00002021
1280,MIT9313,GC_00002140
1280,CCMP1375,GC_00002439
1280,PAC1,GC_00003784
1280,"NATL2A",GC_00003898
1280,MIT9303,GC_00004892
1280,SB,GC_00006438
1281,MIT9211,GC_00000096
1281,EQPAC1,GC_00000289
1281,MIT9202,GC_00000294
1281,SS51,GC_00000332
1281,LG,GC_00000392
1281,MIT9201,GC_00000509
1281,GP2,GC_00000555
1281,MIT9322,GC_00000621
1281,MIT9302,GC_00000661
1281,MIT9515,GC_00000677
1281,MIT9116,GC_00000708
1281,MIT9312,GC_00000761
1281,MIT9107,GC_00000772
1281,MIT9311,GC_00000872
1281,AS9601,GC_00000997
1281,MIT9215,GC_00001025
1281,MIT9301,GC_00001179
1281,MED4,GC_00001186
1281,MIT9123,GC_00001266
1281,MIT9321,GC_00001549
1281,MIT9401,GC_00001603
1281,SS2,GC_00001854
1281,"NATL2A",GC_00002081
1281,CCMP1375,GC_00002496
1281,SS35,GC_00002620
1281,PAC1,GC_00003504
1281,"NATL1A",GC_00004201
1281,SB,GC_00004413
1281,MIT9303,GC_00004771
1281,MIT9313,GC_00005147
1281,MIT9314,GC_00005748
1282,MED4,GC_00000042
1282,MIT9301,GC_00000079
1282,MIT9302,GC_00000198
1282,GP2,GC_00000203
1282,MIT9202,GC_00000346
1282,MIT9313,GC_00000556
1282,MIT9303,GC_00000590
1282,EQPAC1,GC_00000686
1282,AS9601,GC_00000809
1282,MIT9107,GC_00000844
1282,MIT9215,GC_00000962
1282,MIT9116,GC_00000981
1282,MIT9401,GC_00001137
1282,MIT9311,GC_00001198
1282,MIT9201,GC_00001210
1282,MIT9322,GC_00001236
1282,MIT9321,GC_00001428
1282,MIT9312,GC_00001623
1282,MIT9123,GC_00001648
1282,SS51,GC_00001819
1282,"NATL2A",GC_00001966
1282,MIT9515,GC_00001973
1282,SS35,GC_00002288
1282,SS2,GC_00002723
1282,CCMP1375,GC_00002769
1282,MIT9211,GC_00003068
1282,LG,GC_00003232
1282,PAC1,GC_00003516
1282,"NATL1A",GC_00003860
1282,MIT9314,GC_00006997
1282,SB,GC_00007185
1283,MIT9301,GC_00000142
1283,MIT9116,GC_00000256
1283,MIT9202,GC_00000332
1283,SS2,GC_00000368
1283,MIT9303,GC_00000470
1283,MIT9311,GC_00000490
1283,MIT9107,GC_00000513
1283,SS35,GC_00000517
1283,MIT9302,GC_00000533
1283,AS9601,GC_00000591
1283,MIT9401,GC_00000692
1283,MIT9321,GC_00000711
1283,"NATL1A",GC_00000817
1283,MIT9123,GC_00001099
1283,MED4,GC_00001148
1283,EQPAC1,GC_00001286
1283,MIT9312,GC_00001477
1283,MIT9322,GC_00001486
1283,GP2,GC_00001520
1283,MIT9215,GC_00001616
1283,MIT9211,GC_00001706
1283,SB,GC_00001884
1283,SS51,GC_00002030
1283,CCMP1375,GC_00002564
1283,LG,GC_00002690
1283,MIT9201,GC_00002858
1283,PAC1,GC_00003709
1283,"NATL2A",GC_00003785
1283,MIT9313,GC_00004950
1283,MIT9515,GC_00005627
1283,MIT9314,GC_00006671
1284,MIT9201,GC_00000004
1284,MIT9116,GC_00000031
1284,GP2,GC_00000055
1284,SS51,GC_00000318
1284,MIT9303,GC_00000321
1284,MIT9302,GC_00000398
1284,AS9601,GC_00000534
1284,MIT9107,GC_00000540
1284,MIT9322,GC_00000568
1284,MED4,GC_00000707
1284,MIT9311,GC_00000710
1284,MIT9301,GC_00000712
1284,"NATL2A",GC_00000824
1284,MIT9215,GC_00000959
1284,MIT9321,GC_00001061
1284,EQPAC1,GC_00001107
1284,MIT9123,GC_00001116
1284,MIT9515,GC_00001179
1284,MIT9202,GC_00001218
1284,MIT9401,GC_00001352
1284,MIT9312,GC_00001379
1284,MIT9211,GC_00001704
1284,SS35,GC_00001799
1284,SS2,GC_00001940
1284,LG,GC_00001950
1284,SB,GC_00001975
1284,CCMP1375,GC_00002551
1284,PAC1,GC_00003417
1284,"NATL1A",GC_00003864
1284,MIT9313,GC_00004330
1284,MIT9314,GC_00005679
1285,LG,GC_00000027
1285,MIT9303,GC_00000069
1285,MIT9515,GC_00000079
1285,SS35,GC_00000109
1285,MED4,GC_00000137
1285,MIT9301,GC_00000189
1285,"NATL2A",GC_00000495
1285,MIT9116,GC_00000535
1285,MIT9322,GC_00000579
1285,EQPAC1,GC_00000625
1285,MIT9302,GC_00000649
1285,MIT9401,GC_00000660
1285,AS9601,GC_00000769
1285,SS51,GC_00000819
1285,MIT9123,GC_00000967
1285,MIT9202,GC_00001070
1285,MIT9311,GC_00001076
1285,MIT9201,GC_00001085
1285,SB,GC_00001379
1285,GP2,GC_00001504
1285,MIT9321,GC_00001610
1285,MIT9215,GC_00001628
1285,MIT9312,GC_00001975
1285,SS2,GC_00002292
1285,MIT9107,GC_00002350
1285,CCMP1375,GC_00002574
1285,"NATL1A",GC_00003631
1285,PAC1,GC_00003847
1285,MIT9313,GC_00004943
1285,MIT9314,GC_00005475
1285,MIT9211,GC_00005622
1286,MIT9312,GC_00000001
1286,MIT9515,GC_00000142
1286,GP2,GC_00000348
1286,MIT9401,GC_00000379
1286,MIT9302,GC_00000458
1286,SS2,GC_00000563
1286,MIT9107,GC_00000632
1286,SS51,GC_00000647
1286,MIT9322,GC_00000700
1286,MIT9303,GC_00000701
1286,MIT9311,GC_00000733
1286,MED4,GC_00000740
1286,EQPAC1,GC_00000757
1286,"NATL2A",GC_00000772
1286,MIT9211,GC_00000805
1286,MIT9123,GC_00000953
1286,PAC1,GC_00000953
1286,MIT9301,GC_00000997
1286,MIT9202,GC_00001002
1286,MIT9201,GC_00001087
1286,AS9601,GC_00001186
1286,MIT9321,GC_00001334
1286,SB,GC_00001477
1286,MIT9116,GC_00001613
1286,MIT9215,GC_00001631
1286,LG,GC_00002081
1286,CCMP1375,GC_00002433
1286,SS35,GC_00002682
1286,"NATL1A",GC_00003423
1286,MIT9313,GC_00005371
1286,MIT9314,GC_00005631
1287,MIT9312,GC_00000001
1287,AS9601,GC_00000042
1287,MIT9322,GC_00000147
1287,MIT9401,GC_00000172
1287,MIT9123,GC_00000232
1287,GP2,GC_00000243
1287,MIT9107,GC_00000326
1287,SS35,GC_00000378
1287,"NATL2A",GC_00000513
1287,MIT9515,GC_00000712
1287,SB,GC_00000761
1287,MIT9301,GC_00000809
1287,PAC1,GC_00000833
1287,MIT9202,GC_00000877
1287,MED4,GC_00001030
1287,MIT9201,GC_00001089
1287,MIT9116,GC_00001114
1287,EQPAC1,GC_00001174
1287,MIT9302,GC_00001454
1287,MIT9311,GC_00001455
1287,MIT9321,GC_00001511
1287,MIT9215,GC_00001622
1287,SS51,GC_00001705
1287,LG,GC_00001966
1287,SS2,GC_00002558
1287,CCMP1375,GC_00002767
1287,"NATL1A",GC_00003526
1287,MIT9303,GC_00004691
1287,MIT9313,GC_00004765
1287,MIT9314,GC_00005632
1287,MIT9211,GC_00006316
1288,MIT9312,GC_00000004
1288,MIT9202,GC_00000008
1288,GP2,GC_00000090
1288,MIT9515,GC_00000189
1288,CCMP1375,GC_00000274
1288,MED4,GC_00000299
1288,MIT9401,GC_00000311
1288,MIT9303,GC_00000364
1288,"NATL2A",GC_00000540
1288,MIT9302,GC_00000555
1288,MIT9322,GC_00000567
1288,MIT9301,GC_00000591
1288,MIT9311,GC_00000709
1288,SS2,GC_00000843
1288,SB,GC_00000887
1288,MIT9201,GC_00000995
1288,MIT9123,GC_00001027
1288,EQPAC1,GC_00001083
1288,AS9601,GC_00001148
1288,MIT9107,GC_00001267
1288,MIT9116,GC_00001483
1288,MIT9215,GC_00001627
1288,MIT9321,GC_00001929
1288,SS51,GC_00001945
1288,SS35,GC_00002395
1288,LG,GC_00002780
1288,PAC1,GC_00003749
1288,"NATL1A",GC_00003836
1288,MIT9313,GC_00004466
1288,MIT9211,GC_00005703
1288,MIT9314,GC_00006538
1289,MIT9312,GC_00000008
1289,MIT9322,GC_00000171
1289,MIT9302,GC_00000203
1289,SS35,GC_00000253
1289,GP2,GC_00000281
1289,CCMP1375,GC_00000323
1289,MIT9321,GC_00000366
1289,MIT9311,GC_00000443
1289,MIT9303,GC_00000525
1289,EQPAC1,GC_00000526
1289,MIT9301,GC_00000534
1289,MIT9401,GC_00000538
1289,"NATL2A",GC_00000632
1289,MIT9314,GC_00000674
1289,AS9601,GC_00000707
1289,LG,GC_00000824
1289,MED4,GC_00000845
1289,PAC1,GC_00000893
1289,"NATL1A",GC_00000942
1289,MIT9515,GC_00000997
1289,MIT9123,GC_00001004
1289,MIT9202,GC_00001163
1289,MIT9107,GC_00001296
1289,MIT9201,GC_00001538
1289,MIT9116,GC_00001540
1289,MIT9215,GC_00001542
1289,SB,GC_00001618
1289,SS2,GC_00002709
1289,SS51,GC_00002745
1289,MIT9313,GC_00005090
1289,MIT9211,GC_00006575
1290,MIT9116,GC_00000002
1290,MIT9311,GC_00000112
1290,AS9601,GC_00000137
1290,EQPAC1,GC_00000226
1290,CCMP1375,GC_00000291
1290,MIT9313,GC_00000322
1290,"NATL2A",GC_00000326
1290,LG,GC_00000495
1290,MIT9314,GC_00000528
1290,MIT9322,GC_00000529
1290,SS51,GC_00000639
1290,MIT9401,GC_00000668
1290,MIT9321,GC_00000713
1290,MIT9301,GC_00000769
1290,MIT9515,GC_00000809
1290,MIT9215,GC_00000889
1290,MIT9107,GC_00001164
1290,MIT9201,GC_00001212
1290,MIT9123,GC_00001240
1290,GP2,GC_00001424
1290,MIT9202,GC_00001434
1290,MIT9302,GC_00001520
1290,SB,GC_00001572
1290,MIT9312,GC_00001578
1290,PAC1,GC_00001950
1290,SS35,GC_00002145
1290,MED4,GC_00002174
1290,SS2,GC_00002692
1290,MIT9211,GC_00003028
1290,"NATL1A",GC_00003747
1290,MIT9303,GC_00004829
1291,PAC1,GC_00000001
1291,MIT9302,GC_00000055
1291,SS51,GC_00000111
1291,MIT9211,GC_00000122
1291,EQPAC1,GC_00000161
1291,MIT9314,GC_00000253
1291,MIT9202,GC_00000318
1291,SS2,GC_00000463
1291,SS35,GC_00000528
1291,MIT9515,GC_00000591
1291,GP2,GC_00000595
1291,MIT9401,GC_00000655
1291,LG,GC_00000684
1291,MIT9322,GC_00000722
1291,MIT9313,GC_00000729
1291,AS9601,GC_00000740
1291,CCMP1375,GC_00000846
1291,"NATL1A",GC_00000965
1291,MIT9301,GC_00001186
1291,MIT9311,GC_00001326
1291,MIT9123,GC_00001340
1291,MIT9116,GC_00001342
1291,MIT9321,GC_00001490
1291,MIT9107,GC_00001492
1291,MIT9201,GC_00001527
1291,SB,GC_00001542
1291,MIT9312,GC_00001639
1291,MIT9215,GC_00002105
1291,MED4,GC_00002797
1291,"NATL2A",GC_00003616
1291,MIT9303,GC_00004940
1292,PAC1,GC_00000001
1292,"NATL1A",GC_00000004
1292,MIT9301,GC_00000042
1292,MIT9322,GC_00000166
1292,EQPAC1,GC_00000228
1292,LG,GC_00000450
1292,MIT9515,GC_00000534
1292,MIT9313,GC_00000663
1292,SS35,GC_00000674
1292,MIT9116,GC_00000693
1292,MIT9303,GC_00000699
1292,GP2,GC_00000708
1292,SS51,GC_00000775
1292,SS2,GC_00000810
1292,MIT9202,GC_00000819
1292,AS9601,GC_00001030
1292,MIT9321,GC_00001102
1292,MIT9311,GC_00001146
1292,MIT9123,GC_00001359
1292,MIT9107,GC_00001387
1292,MIT9401,GC_00001395
1292,MIT9302,GC_00001504
1292,MIT9201,GC_00001530
1292,MIT9215,GC_00001572
1292,MIT9312,GC_00001573
1292,MIT9314,GC_00001592
1292,SB,GC_00001627
1292,MIT9211,GC_00002093
1292,CCMP1375,GC_00002613
1292,"NATL2A",GC_00003488
1292,MED4,GC_00004196
1293,"NATL1A",GC_00000001
1293,MIT9303,GC_00000052
1293,SS35,GC_00000056
1293,MIT9211,GC_00000088
1293,MIT9322,GC_00000162
1293,LG,GC_00000232
1293,AS9601,GC_00000299
1293,EQPAC1,GC_00000338
1293,MIT9313,GC_00000341
1293,MIT9302,GC_00000348
1293,MIT9314,GC_00000378
1293,MIT9107,GC_00000607
1293,MIT9202,GC_00000647
1293,MIT9515,GC_00000769
1293,MIT9321,GC_00000850
1293,GP2,GC_00000981
1293,MIT9312,GC_00001001
1293,MIT9311,GC_00001051
1293,MIT9401,GC_00001100
1293,MIT9301,GC_00001148
1293,MIT9116,GC_00001228
1293,MIT9123,GC_00001351
1293,MIT9215,GC_00001618
1293,SB,GC_00001622
1293,MIT9201,GC_00001696
1293,CCMP1375,GC_00001963
1293,SS51,GC_00002508
1293,SS2,GC_00002711
1293,MED4,GC_00002972
1293,PAC1,GC_00003292
1293,"NATL2A",GC_00004960
1294,MIT9201,GC_00000004
1294,EQPAC1,GC_00000117
1294,MIT9302,GC_00000243
1294,GP2,GC_00000256
1294,MIT9211,GC_00000391
1294,MIT9123,GC_00000424
1294,MIT9311,GC_00000597
1294,MIT9322,GC_00000603
1294,LG,GC_00000690
1294,MIT9301,GC_00000707
1294,SS2,GC_00000842
1294,AS9601,GC_00000845
1294,MIT9215,GC_00000847
1294,MED4,GC_00000986
1294,MIT9515,GC_00001186
1294,MIT9116,GC_00001205
1294,MIT9314,GC_00001308
1294,MIT9321,GC_00001436
1294,MIT9401,GC_00001469
1294,MIT9202,GC_00001472
1294,MIT9107,GC_00001565
1294,SB,GC_00001631
1294,MIT9312,GC_00001668
1294,PAC1,GC_00001839
1294,SS35,GC_00002041
1294,CCMP1375,GC_00002088
1294,SS51,GC_00002331
1294,"NATL2A",GC_00003520
1294,"NATL1A",GC_00004502
1294,MIT9313,GC_00005063
1294,MIT9303,GC_00005174
1295,GP2,GC_00000031
1295,MIT9515,GC_00000042
1295,MIT9107,GC_00000046
1295,MIT9302,GC_00000090
1295,MIT9322,GC_00000129
1295,MIT9301,GC_00000137
1295,EQPAC1,GC_00000141
1295,SS2,GC_00000185
1295,MIT9311,GC_00000218
1295,MIT9211,GC_00000479
1295,CCMP1375,GC_00000494
1295,MIT9116,GC_00000570
1295,MIT9312,GC_00000609
1295,LG,GC_00000610
1295,MIT9313,GC_00000703
1295,MIT9215,GC_00000761
1295,PAC1,GC_00000830
1295,MIT9401,GC_00000882
1295,MIT9321,GC_00001170
1295,MIT9202,GC_00001250
1295,SB,GC_00001628
1295,MIT9123,GC_00001680
1295,MED4,GC_00001699
