V1	Cluster ID	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	Cluster Name	Types	Size	Organisms	Length	Identity
fig|1773.30303.peg.698	UniRef90_UPI0002A591C1	87.755	49	6	0	50	98	254	302	2.59e-16	81.6	Cluster: ROK family protein	UniParc	1	Mycobacterium canettii	302	0.9
fig|1773.30303.peg.698	UniRef90_A0A1X1RCB0	83.333	48	8	0	50	97	254	301	6.22e-15	77.8	Cluster: ROK family transcriptional regulator	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium bohemicum	301	0.9
fig|1773.30303.peg.698	UniRef90_A0A2U3P4N1	81.25	48	9	0	50	97	254	301	8.73e-15	77.4	Cluster: Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium numidiamassiliense	301	0.9
fig|1773.30303.peg.857	UniRef90_A0A655F0Y4	100	48	0	0	1	48	377	424	8.55e-24	100	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium tuberculosis	424	0.9
fig|1773.30303.peg.857	UniRef90_A0A1G1N586	40	35	21	0	10	44	140	174	5.7	33.9	Cluster: Acetylglutamate kinase	UniProtKB Unreviewed (TrEMBL)	2	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_48_11; Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_01_FULL_48_9	284	0.9
fig|1773.30303.peg.857	UniRef90_A0A528XQA3	62.5	24	9	0	20	43	98	121	6.9	33.9	Cluster: Catechol 1,2-dioxygenase	UniProtKB Unreviewed (TrEMBL)	1	Mesorhizobium sp	299	0.9
fig|1773.30304.peg.3053	UniRef90_A0A9P2M4X8	99.597	248	1	0	1	248	1	248	3.8e-172	491	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis variant africanum K85	467	0.9
fig|1773.30304.peg.3053	UniRef90_A0A9P2M4X8	39.236	288	70	9	10	222	209	466	1.39e-22	105	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis variant africanum K85	467	0.9
fig|1773.30304.peg.3053	UniRef90_A0A9P2M4X8	41.129	248	113	5	1	245	151	368	5.89e-22	104	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis variant africanum K85	467	0.9
fig|1773.30304.peg.3053	UniRef90_A0A655JP17	100	183	0	0	66	248	19	201	1.2e-126	366	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	201	0.9
fig|1773.30304.peg.3053	UniRef90_A0A655JP17	40.104	192	76	7	10	195	38	196	1.82e-9	66.2	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	201	0.9
fig|1773.30304.peg.3053	UniRef90_A0A655JP17	41.667	96	30	1	1	96	104	173	0.003	48.5	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	201	0.9
fig|1773.30304.peg.3053	UniRef90_A0A109SZB2	79.2	250	47	2	1	248	1	247	5.8e-122	365	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis variant africanum	488	0.9
fig|1773.30304.peg.3053	UniRef90_A0A109SZB2	40.345	290	85	12	10	220	208	488	6.63e-25	112	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis variant africanum	488	0.9
fig|1773.30304.peg.3053	UniRef90_A0A109SZB2	41.313	259	97	9	1	245	150	367	4.65e-22	104	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis variant africanum	488	0.9
fig|1773.30304.peg.3053	UniRef90_A0A654ZWV0	93.617	188	11	1	59	245	87	274	1.47e-112	337	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	370	0.9
fig|1773.30304.peg.3053	UniRef90_A0A654ZWV0	38.525	244	74	7	1	220	179	370	2.4e-17	90.5	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	370	0.9
fig|1773.30304.peg.3053	UniRef90_A0A654ZWV0	50	120	57	2	104	220	5	124	5.19e-8	63.5	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	370	0.9
fig|1773.30304.peg.3053	UniRef90_A0A654TFL2	49.39	164	56	4	9	171	1	138	1.94e-24	104	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	143	0.9
fig|1773.30304.peg.3053	UniRef90_A0A654TFL2	37.805	164	49	5	84	220	1	138	2.12e-8	62	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	143	0.9
fig|1773.30304.peg.3053	UniRef90_A0A654TFL2	49.474	95	40	5	10	100	52	142	1.26e-6	57	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	143	0.9
fig|1773.30304.peg.3053	UniRef90_A0A654TFL2	46.479	71	34	2	159	228	1	68	0.004	47	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	143	0.9
fig|1773.30304.peg.3056	UniRef90_A0A654TFL2	100	63	0	0	1	63	1	63	5.83e-35	124	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	143	0.9
fig|1773.30304.peg.3056	UniRef90_A0A654TFL2	45.977	87	22	2	2	63	52	138	1.57e-6	51.6	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	143	0.9
fig|1773.30304.peg.3056	UniRef90_A0A9P2M545	66.129	62	19	1	2	63	225	284	4.13e-11	65.9	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis	290	0.9
fig|1773.30304.peg.3056	UniRef90_A0A9P2M545	63.158	38	13	1	26	63	103	139	0.008	42.7	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis	290	0.9
fig|1773.30304.peg.3056	UniRef90_A0A0T9JHB1	64.615	65	18	2	2	64	133	194	2.97e-10	62.4	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium tuberculosis	204	0.9
fig|1773.30304.peg.3056	UniRef90_A0A0T9JHB1	50.575	87	15	4	2	63	61	144	5.04e-8	56.6	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium tuberculosis	204	0.9
fig|1773.30304.peg.3056	UniRef90_A0A0T9JHB1	62.5	40	15	0	24	63	9	48	1.8e-4	47	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium tuberculosis	204	0.9
fig|1773.30304.peg.3056	UniRef90_A0A7U8TTH6	60.317	63	24	1	2	64	4	65	1.42e-8	58.9	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis CPHL_A	363	0.9
fig|1773.30304.peg.3056	UniRef90_A0A7U8TTH6	41.026	78	20	1	1	52	52	129	0.08	40	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis CPHL_A	363	0.9
fig|1773.30304.peg.3056	UniRef90_A0A7U8TTH6	43.548	62	11	1	26	63	299	360	0.33	38.1	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis CPHL_A	363	0.9
fig|1773.30304.peg.3056	UniRef90_A0A7U8TTH6	42.623	61	12	2	26	63	178	238	8.7	34.3	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis CPHL_A	363	0.9
fig|1773.30304.peg.3056	UniRef90_A0A109SZB8	62.903	62	22	1	2	63	206	266	3e-8	57.8	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis variant africanum	269	0.9
fig|1773.30304.peg.3056	UniRef90_A0A109SZB8	62.5	40	15	0	24	63	9	48	2.94e-4	46.6	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis variant africanum	269	0.9
fig|1773.30304.peg.3056	UniRef90_A0A109SZB8	69.444	36	10	1	2	37	61	95	0.003	44.3	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis variant africanum	269	0.9
fig|1773.30304.peg.3056	UniRef90_A0A109SZB8	49.206	63	30	2	2	63	156	217	0.019	41.6	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis variant africanum	269	0.9
fig|1773.30304.peg.3056	UniRef90_A0A109SZB8	61.538	39	13	1	25	63	131	167	0.17	38.9	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis variant africanum	269	0.9
fig|1773.30304.peg.3613	UniRef90_A0A0H3LFJ9	97.297	37	1	0	1	37	1	37	1.96e-17	75.5	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman)	37	0.9
fig|1773.30304.peg.3613	UniRef90_UPI00106D740C	94.286	35	2	0	1	35	1	35	6.78e-14	69.7	Cluster: hypothetical protein	UniParc	18	Mycobacterium tuberculosis	164	0.9
fig|1773.30304.peg.3613	UniRef90_UPI001F26EED2	100	25	0	0	1	25	158	182	4.73e-8	55.1	Cluster: PPE family protein	UniParc	1	Mycobacterium tuberculosis	182	0.9
fig|1773.30304.peg.3613	UniRef90_A0A9Q6KZU4	88.889	27	3	0	1	27	1	27	6.91e-8	51.6	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	51	0.9
fig|1773.30304.peg.3613	UniRef90_A0A1R3Y435	96	25	1	0	1	25	1	25	5.22e-7	52.8	Cluster: Is6110, transposase	UniProtKB Unreviewed (TrEMBL); UniParc	59	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis variant africanum K85	214	0.9
fig|1773.30304.peg.577	UniRef90_UPI000AF72B54	96.154	338	10	1	1	338	1	335	0	540	Cluster: PE family protein	UniParc	3	Mycobacterium tuberculosis	336	0.9
fig|1773.30304.peg.577	UniRef90_UPI0020748D4D	98.63	292	1	1	1	292	1	289	9.59e-168	483	Cluster: PE family protein	UniParc	6	Mycobacterium tuberculosis	289	0.9
fig|1773.30304.peg.577	UniRef90_UPI0009301A92	90.312	320	1	2	1	320	1	290	3.2e-164	474	Cluster: PE family protein	UniParc	1	Mycobacterium tuberculosis	290	0.9
fig|1773.30304.peg.577	UniRef90_UPI000B2C22B9	99.107	224	2	0	1	224	1	224	3.27e-130	385	Cluster: PE family protein	UniParc	1	Mycobacterium tuberculosis	224	0.9
fig|1773.30304.peg.577	UniRef90_UPI0005C69CCA	98.985	197	2	0	1	197	1	197	3.96e-111	336	Cluster: PE family protein	UniParc	1	Mycobacterium tuberculosis	205	0.9
fig|1773.30304.peg.863	UniRef90_Q8VJ30	100	41	0	0	1	41	8	48	7.62e-19	87	Cluster: IS1547, transposase	UniProtKB Unreviewed (TrEMBL); UniParc	310	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis; Mycobacterium orygis 112400015; Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis variant africanum K85	596	0.9
fig|1773.30304.peg.863	UniRef90_A0A0Y1CFB6	100	22	0	0	20	41	1	22	1.99e-6	50.1	Cluster: Transposase fusion protein	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis variant africanum	127	0.9
fig|1773.30304.peg.863	UniRef90_UPI0008A9528A	100	22	0	0	20	41	1	22	1.01e-5	49.7	Cluster: IS110-like element IS1547 family transposase	UniParc	5	Mycobacterium tuberculosis; Mycobacterium canettii	338	0.9
fig|1773.30304.peg.863	UniRef90_V7N0F3	78.571	28	6	0	14	41	1	28	1.51e-5	49.3	Cluster: Transposase	UniProtKB Unreviewed (TrEMBL); UniParc	31	Mycobacterium avium subsp. hominissuis 10-5606; Mycobacterium avium subsp. avium 11-4751; Mycobacterium avium subsp. silvaticum ATCC 49884; Mycobacterium avium subsp. avium; Mycobacterium bouchedurhonense; Mycobacterium avium (strain 104); Mycobacterium avium subsp. avium 10-9275; Mycobacterium avium 10-5581; Mycobacterium avium subsp. hominissuis; Mycobacterium avium	356	0.9
fig|1773.30304.peg.863	UniRef90_UPI0024764AFA	82.143	28	5	0	14	41	1	28	2.43e-5	48.5	Cluster: IS110 family transposase	UniParc	1	Mycobacterium frederiksbergense	353	0.9
fig|1773.30305.peg.3403	UniRef90_UPI0001901F1B	100	122	0	0	1	122	5	126	9.5e-84	249	Cluster: hypothetical protein	UniParc	5	Mycobacterium tuberculosis; Mycobacterium tuberculosis complex	126	0.9
fig|1773.30305.peg.3403	UniRef90_UPI0018A8DB65	99.16	119	1	0	1	119	1	119	1.36e-79	243	Cluster: hypothetical protein	UniParc	2	Mycobacterium tuberculosis	249	0.9
fig|1773.30305.peg.3403	UniRef90_UPI000384A5B8	84.028	144	1	1	1	122	5	148	9e-78	235	Cluster: hypothetical protein	UniParc	6	Mycobacterium tuberculosis; Mycobacterium tuberculosis complex	148	0.9
fig|1773.30305.peg.3403	UniRef90_UPI0003C7EF7C	88.785	107	11	1	1	106	1	107	2.26e-59	187	Cluster: hypothetical protein	UniParc	1	Mycobacterium tuberculosis	118	0.9
fig|1773.30305.peg.3403	UniRef90_UPI00045A6006	89.72	107	10	1	1	106	42	148	1.74e-58	189	Cluster: transposase family protein	UniParc	1	Mycobacterium tuberculosis	234	0.9
fig|1773.30305.peg.82	UniRef90_UPI0004B574A9	97.486	358	0	1	1	349	1	358	0	678	Cluster: amidohydrolase family protein	UniParc	3	Mycobacterium tuberculosis	358	0.9
fig|1773.30305.peg.82	UniRef90_UPI0004ADDCF7	97.486	358	0	2	1	349	1	358	0	675	Cluster: amidohydrolase family protein	UniParc	1	Mycobacterium tuberculosis	358	0.9
fig|1773.30305.peg.82	UniRef90_UPI0004BA8167	95.879	364	0	1	1	349	1	364	0	675	Cluster: amidohydrolase family protein	UniParc	1	Mycobacterium tuberculosis	364	0.9
fig|1773.30305.peg.82	UniRef90_UPI0004AFFB66	95.095	367	0	1	1	349	1	367	0	674	Cluster: amidohydrolase family protein	UniParc	2	Mycobacterium tuberculosis	367	0.9
fig|1773.30305.peg.82	UniRef90_UPI000A4BFEDB	100	342	0	0	8	349	80	421	0	672	Cluster: DUF4573 domain-containing protein	UniParc	15	Mycobacterium tuberculosis	421	0.9
fig|1773.30306.peg.1926	UniRef90_UPI00039F224D	100	52	0	0	1	52	4	55	8.66e-28	103	Cluster: hypothetical protein	UniParc	10	Mycobacterium tuberculosis	66	0.9
fig|1773.30306.peg.1926	UniRef90_UPI000316121C	94.118	34	2	0	19	52	39	72	1.02e-13	68.2	Cluster: hypothetical protein	UniParc	1	Mycobacterium tuberculosis	83	0.9
fig|1773.30306.peg.1926	UniRef90_UPI001BDF23BE	100	31	0	0	22	52	20	50	8.29e-13	65.1	Cluster: hypothetical protein	UniParc	1	Mycobacterium tuberculosis	61	0.9
fig|1773.30306.peg.1926	UniRef90_A0A1A3KE94	45	40	21	1	6	45	193	231	5.1	34.3	Cluster: DUF559 domain-containing protein	UniProtKB Unreviewed (TrEMBL); UniParc	8	Mycobacterium gordonae; Mycobacterium paragordonae	292	0.9
fig|1773.30306.peg.1926	UniRef90_A0A0V0PM89	37.5	32	20	0	2	33	140	171	5.2	34.3	Cluster: Phosphate-binding protein	UniProtKB Unreviewed (TrEMBL); UniParc	4	Alicyclobacillus tengchongensis; Alicyclobacillus hesperidum; Alicyclobacillus hesperidum URH17-3-68	359	0.9
fig|1773.30306.peg.249	UniRef90_P9WKB6	100	147	0	0	1	147	323	469	2.23e-98	300	Cluster: Putative diacyglycerol O-acyltransferase MT0231	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	138	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium angelicum; Mycobacterium canettii; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium canettii (strain CIPT 140010059); Escherichia coli	469	0.9
fig|1773.30306.peg.249	UniRef90_A0A1X2LXX8	91.837	147	12	0	1	147	323	469	8.51e-91	280	Cluster: Diacylglycerol O-acyltransferase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium decipiens	469	0.9
fig|1773.30306.peg.249	UniRef90_A0A1V3WR49	87.755	147	18	0	1	147	118	264	2.37e-90	272	Cluster: diacylglycerol O-acyltransferase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium kansasii	264	0.9
fig|1773.30306.peg.249	UniRef90_A0A975JV70	88.435	147	17	0	1	147	323	469	6.85e-88	273	Cluster: Diacylglycerol O-acyltransferase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium spongiae	469	0.9
fig|1773.30306.peg.249	UniRef90_A0A7I7MTT8	87.755	147	18	0	1	147	324	470	3.17e-87	271	Cluster: Diacylglycerol O-acyltransferase	UniProtKB Unreviewed (TrEMBL); UniParc	3	Mycobacterium shinjukuense	470	0.9
fig|1773.30306.peg.2994	UniRef90_A0A7I7MPJ1	100	47	0	0	1	47	1	47	3.93e-24	100	Cluster: Three-Cys-motif partner protein TcmP	UniProtKB Unreviewed (TrEMBL); UniParc	83	Mycobacterium shinjukuense; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis CPHL_A; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium bovis (strain BCG / Pasteur 1173P2)	330	0.9
fig|1773.30306.peg.2994	UniRef90_A0A5B1BM90	89.362	47	5	0	1	47	1	47	1.1e-20	91.3	Cluster: Three-Cys-motif partner protein TcmP	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium simiae (Mycobacterium habana)	330	0.9
fig|1773.30306.peg.2994	UniRef90_UPI0019514ADE	80.851	47	9	0	1	47	1	47	1.17e-18	85.9	Cluster: three-Cys-motif partner protein TcmP	UniParc	1	Mycobacterium riyadhense	331	0.9
fig|1773.30306.peg.2994	UniRef90_A0A2N3WYN8	80	45	9	0	1	45	1	45	3.88e-17	81.6	Cluster: Three-Cys-motif partner protein	UniProtKB Unreviewed (TrEMBL)	1	Nocardia fluminea	328	0.9
fig|1773.30306.peg.2994	UniRef90_UPI001E336D4C	76.596	47	11	0	1	47	21	67	8.93e-17	80.9	Cluster: three-Cys-motif partner protein TcmP	UniParc	1	Mycobacterium sp. 155	346	0.9
fig|1773.30306.peg.433	UniRef90_A0A0T9V7C1	100	49	0	0	1	49	1	49	2.04e-26	99	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	49	0.9
fig|1773.30306.peg.433	UniRef90_A0A0U0SF23	93.617	47	3	0	3	49	26	72	1.84e-22	89.7	Cluster: Secreted protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium tuberculosis	72	0.9
fig|1773.30306.peg.433	UniRef90_A5TZC1	93.617	47	3	0	3	49	88	134	1.03e-21	89.7	Cluster: Uncharacterized protein	UniProtKB Unreviewed (TrEMBL); UniParc	41	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis; Mycobacterium tuberculosis EAI5; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium bovis (strain BCG / Pasteur 1173P2)	134	0.9
fig|1773.30306.peg.433	UniRef90_J5E6W9	71.429	28	8	0	7	34	93	120	4.66e-5	48.1	Cluster: Phospholipase D-like domain-containing protein	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium colombiense CECT 3035	267	0.9
fig|1773.30306.peg.433	UniRef90_UPI002115E2D1	53.846	26	12	0	6	31	97	122	4.5	34.3	Cluster: phospholipase D family protein	UniParc	1	Mycobacterium colombiense	283	0.9
fig|1773.30306.peg.536	UniRef90_UPI00254B200C	99.242	132	1	0	1	132	1	132	3.2e-87	259	Cluster: LysE family transporter	UniParc	1	Mycobacterium tuberculosis	153	0.9
fig|1773.30306.peg.536	UniRef90_P9WK32	100	117	0	0	12	128	1	117	2.92e-76	233	Cluster: Putative amino-acid transporter MT0507	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL); UniParc	49	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis; Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium canettii; Mycobacterium tuberculosis EAI5; Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	201	0.9
fig|1773.30306.peg.536	UniRef90_UPI001F4BD3B4	66.129	124	42	0	5	128	5	128	9.36e-48	161	Cluster: L-lysine exporter	UniParc	1	Mycolicibacterium sp. YH-1	199	0.9
fig|1773.30306.peg.536	UniRef90_A0A2S8L6C5	64.516	124	44	0	5	128	5	128	1.46e-47	160	Cluster: Amino acid transporter	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium sp. ITM-2016-00318	199	0.9
fig|1773.30306.peg.536	UniRef90_A0A318H437	63.71	124	45	0	5	128	5	128	1.14e-46	158	Cluster: L-lysine exporter family protein LysE/ArgO	UniProtKB Unreviewed (TrEMBL)	1	Mycolicibacterium moriokaense	199	0.9
fig|1773.30307.peg.1148	UniRef90_A0A0H3LEF8	100	57	0	0	1	57	76	132	1.81e-31	114	Cluster: Transposase	UniProtKB Unreviewed (TrEMBL); UniParc	20	Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis EAI5; Mycobacterium tuberculosis; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium bovis (strain BCG / Pasteur 1173P2); Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium tuberculosis T46; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis CAS/NITR204	132	0.9
fig|1773.30307.peg.1148	UniRef90_A0A120INM9	98.246	57	1	0	1	57	124	180	5.49e-30	112	Cluster: Transposase	UniProtKB Unreviewed (TrEMBL); UniParc	15	Mycobacterium tuberculosis variant bovis BCG; Mycobacterium tuberculosis; Mycobacterium tuberculosis variant africanum	180	0.9
fig|1773.30307.peg.1148	UniRef90_G0TH43	100	47	0	0	1	47	79	125	2.14e-22	95.9	Cluster: Transposase	UniProtKB Unreviewed (TrEMBL); UniParc	123	Mycobacterium canettii (strain CIPT 140010059); Mycobacterium tuberculosis; Mycobacterium canettii; Mycobacterium tuberculosis T46	308	0.9
fig|1773.30307.peg.1148	UniRef90_A0A653EUK1	80.702	57	11	0	1	57	79	135	6.05e-21	88.2	Cluster: Transposase	UniProtKB Unreviewed (TrEMBL)	1	Mycobacterium riyadhense	135	0.9
fig|1773.30307.peg.1148	UniRef90_UPI001FE081B2	71.93	57	16	0	1	57	86	142	7.13e-18	80.5	Cluster: IS5 family transposase	UniParc	1	Nocardia pseudovaccinii	142	0.9
fig|1773.30307.peg.2197	UniRef90_A0A0E7Z6D0	99.333	150	1	0	1	150	1	150	4.5e-99	290	Cluster: 23S rRNA (Adenine(2058)-N(6))-methyltransferase Erm(37)	UniProtKB Unreviewed (TrEMBL); UniParc	51	Mycobacterium tuberculosis; Mycobacterium tuberculosis variant africanum; Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97); Mycobacterium tuberculosis CAS/NITR204; Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra); Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv); Mycobacterium tuberculosis variant africanum K85; Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh); Mycobacterium canettii (strain CIPT 140010059); Mycobacterium tuberculosis EAI5	150	0.9
fig|1773.30307.peg.2197	UniRef90_Q8GCZ2	97.945	146	3	0	2	147	1	146	5.43e-95	280	Cluster: Putative adenine rRNA methylase (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	4	Mycobacterium tuberculosis variant microti; Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman); Mycobacterium tuberculosis	146	0.9
fig|1773.30307.peg.2197	UniRef90_A0A7U4BV04	100	123	0	0	28	150	52	174	1.3e-79	242	Cluster: Methyltransferase	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium tuberculosis variant bovis BCG str. Korea 1168P; Mycobacterium bovis (strain BCG / Pasteur 1173P2)	174	0.9
fig|1773.30307.peg.2197	UniRef90_A0A654TJP6	99.187	123	1	0	1	123	1	123	9.2e-78	235	Cluster: Methyltransferase	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium tuberculosis; Mycobacterium tuberculosis str. Haarlem/NITR202	129	0.9
fig|1773.30307.peg.2197	UniRef90_A0A655AEC3	99.167	120	1	0	31	150	1	120	1.28e-77	235	Cluster: Methyltransferase	UniProtKB Unreviewed (TrEMBL)	2	Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis BCG	120	0.9
fig|1773.30307.peg.309	UniRef90_UPI000AED8C62	100	816	0	0	1	816	1	816	0	1303	Cluster: PE family protein	UniParc	1	Mycobacterium tuberculosis	816	0.9
fig|1773.30307.peg.309	UniRef90_UPI0005E75631	98.901	819	6	1	1	816	1	819	0	1287	Cluster: PE family protein	UniParc	1	Mycobacterium tuberculosis	819	0.9
fig|1773.30307.peg.309	UniRef90_UPI00045A3459	99.145	819	1	2	1	816	1	816	0	1286	Cluster: PE family protein	UniParc	2	Mycobacterium tuberculosis	816	0.9
